Tanggal,Provinsi,Kriteria UMKM,Jenis UMKM,Lokasi Usaha,Lama Usaha (Bulan),Status Kepemilikan Tempat Usaha,Jumlah Karyawan,Aset Usaha (IDR),Jumlah Pasti Aset Usaha (IDR),Liabilitas Usaha (IDR),Jumlah Pasti Liabilitas Usaha (IDR),Omset Bulanan (IDR),Jumlah Pasti Omset Bulanan (IDR),Laba Bersih (IDR),Jumlah Pasti Laba Bersih (IDR),Jumlah Pinjaman (IDR),Jumlah Pasti Jumlah Pinjaman (IDR),Rekening Bank,Skor Kredit,Kategori Skor Kredit
2020-10-03,12,2,1,2,46,2,11,8,463400000,6,265910000,6,289390000,9,547340000,7,323820000,0,850,5
2023-07-30,7,2,2,3,109,3,9,8,482940000,8,479660000,8,486720000,4,70880000,8,446240000,1,850,5
2022-09-12,7,2,5,2,12,2,8,7,356470000,8,499890000,6,214360000,6,208830000,7,305480000,1,850,5
2023-06-17,25,2,2,2,77,2,16,4,84230000,6,241380000,4,50590000,4,98990000,9,730920000,0,850,5
2020-09-25,6,3,4,2,111,2,92,13,9205770000,13,9921200000,12,6343540000,13,8468140000,10,2387330000,0,850,5
2023-02-24,19,2,5,1,70,1,16,7,322870000,5,142970000,6,262510000,4,80290000,9,867570000,0,850,5
2021-10-22,9,3,3,2,160,1,76,13,9882950000,11,3714880000,12,6111290000,11,4789260000,10,2715250000,0,850,5
2022-11-01,28,3,4,3,81,2,36,13,8175810000,11,3994840000,13,9487310000,11,3762920000,10,2325210000,0,850,5
2023-02-11,27,2,2,3,23,2,22,4,69400000,7,340630000,6,261790000,5,164880000,6,238120000,1,850,5
2020-05-26,14,2,1,1,24,1,8,4,50970000,7,315250000,7,329380000,4,65270000,4,57790000,1,850,5
2022-07-26,30,2,4,1,21,3,12,9,571270000,4,67400000,5,175240000,7,301220000,5,176800000,0,850,5
2021-04-23,10,3,4,2,60,1,72,11,3787100000,13,7658000000,11,4580850000,13,8430570000,10,1726200000,1,850,5
2022-11-14,4,3,4,3,47,2,98,10,1826410000,13,8779670000,10,2474520000,11,4147970000,12,6431190000,0,850,5
2023-03-03,19,3,1,2,62,3,58,10,2701970000,12,5323910000,12,6529230000,10,1657900000,13,8139730000,0,850,5
2023-03-20,30,2,3,1,54,3,19,6,276180000,6,216850000,6,225030000,9,683080000,7,301720000,0,850,5
2023-09-11,1,1,4,3,6,1,4,2,16990000,1,7270000,3,42710000,1,9270000,3,32180000,0,648,2
2023-04-18,19,2,4,1,82,2,7,5,176520000,6,269280000,6,244640000,9,612330000,4,51520000,1,850,5
2021-01-22,29,2,4,1,16,2,21,8,439990000,6,247090000,4,77400000,4,88500000,4,55520000,0,850,5
2021-03-04,34,1,2,1,11,4,1,2,21660000,2,18620000,2,13780000,2,21510000,3,40140000,0,602,2
2023-03-30,32,3,5,3,50,1,29,10,2524860000,10,2641340000,12,5430980000,11,4070720000,10,2939130000,0,850,5
2022-07-07,35,1,4,1,36,3,1,2,19660000,2,26140000,3,37950000,3,37450000,2,24860000,0,806,5
2023-10-21,32,3,5,3,131,1,77,13,8848680000,13,9041190000,10,1767160000,13,7456860000,13,7514890000,1,850,5
2022-06-23,35,3,5,1,148,2,95,13,8404180000,12,5675230000,13,7365510000,10,1339130000,11,4062400000,1,850,5
2022-05-20,31,1,3,3,34,2,1,3,47110000,2,12940000,1,6430000,1,7060000,1,1300000,1,694,3
2022-03-17,13,1,1,1,32,4,2,2,21500000,2,24150000,1,6380000,3,36990000,2,26140000,0,683,3
2023-12-10,13,3,2,1,130,4,30,11,3826450000,10,2501950000,11,4839210000,13,8697700000,10,1132770000,1,850,5
2021-01-21,14,3,1,3,26,4,47,13,7003010000,10,2997430000,10,1535630000,11,4848850000,12,6177040000,1,850,5
2021-02-05,26,2,1,1,22,1,8,8,493410000,7,319360000,5,154820000,4,95120000,9,797240000,1,850,5
2023-12-11,38,1,5,2,7,4,4,2,23550000,2,20090000,3,41190000,1,3610000,2,28810000,0,598,2
2022-07-27,15,3,2,1,141,4,78,11,4892280000,11,4478050000,13,9307550000,13,7738230000,10,2527610000,0,850,5
2020-05-10,2,3,4,3,225,2,26,11,3750660000,13,7723470000,13,9621910000,13,8980660000,13,8231010000,0,850,5
2023-10-11,33,2,5,3,64,1,12,9,850340000,5,146600000,7,327030000,6,273960000,5,159620000,0,850,5
2021-01-30,28,3,5,3,179,4,36,13,8208620000,12,5008750000,11,3477300000,12,6056260000,10,2057080000,0,850,5
2022-02-11,7,2,4,2,116,4,10,5,108380000,6,284410000,7,314970000,6,281480000,8,467380000,1,850,5
2022-01-21,10,2,2,3,119,1,12,9,852930000,8,427910000,4,56320000,4,59770000,7,393900000,0,850,5
2022-09-17,24,3,5,1,207,2,43,11,3344460000,10,2584900000,10,2841180000,12,6705960000,10,2977630000,1,850,5
2020-10-28,3,2,4,2,117,3,14,7,336440000,8,487080000,4,83820000,7,397730000,8,434460000,1,850,5
2021-03-16,29,2,5,3,71,3,22,8,402810000,6,222540000,8,446020000,4,91310000,9,918640000,0,850,5
2023-01-09,25,2,3,1,81,1,9,9,872340000,6,259250000,5,129430000,5,129400000,8,471450000,0,850,5
2023-03-22,15,2,5,3,78,1,17,8,417970000,4,64410000,5,148820000,6,210090000,7,300680000,1,850,5
2023-10-04,14,1,1,2,19,3,4,3,32010000,3,42000000,1,7880000,3,31750000,3,31020000,0,647,2
2022-10-09,12,2,2,1,91,4,24,5,174820000,4,95080000,4,61290000,4,51630000,5,146280000,1,850,5
2022-11-27,11,2,2,2,89,1,22,6,275160000,6,257740000,7,369480000,6,224130000,7,321340000,1,850,5
2023-05-19,33,1,2,2,3,4,3,1,2810000,1,8950000,1,5250000,3,37450000,3,45800000,1,671,3
2020-08-31,13,3,2,2,142,2,77,12,5447070000,13,8585660000,11,4520370000,10,2534550000,12,6911250000,1,850,5
2020-04-04,18,2,3,3,13,2,19,4,88560000,5,172610000,8,477910000,5,106440000,6,278390000,0,850,5
2023-04-23,23,2,1,1,21,3,21,7,389740000,8,473260000,5,197860000,4,61380000,6,239090000,1,850,5
2021-04-03,6,3,3,1,150,1,36,12,5853710000,10,1867990000,12,6411940000,10,1441860000,10,2414880000,0,850,5
2020-03-15,13,1,2,3,10,1,3,1,8150000,2,28300000,1,590000,3,39490000,2,28110000,0,585,2
2020-08-09,25,2,5,1,106,1,5,8,439820000,7,346260000,7,391150000,6,284390000,9,598020000,1,850,5
2022-01-26,17,2,3,2,23,1,11,6,239630000,6,296690000,6,224740000,5,159500000,5,153760000,1,850,5
2022-12-13,20,3,5,3,240,3,70,12,5240170000,10,2636440000,10,1978650000,13,7283950000,10,1597470000,0,850,5
2022-03-22,21,3,4,3,72,4,47,10,2190070000,13,9082940000,11,3753170000,12,6470120000,10,2088500000,0,850,5
2021-08-13,28,2,4,3,63,1,8,7,341110000,4,87970000,7,350560000,7,324610000,5,133500000,0,850,5
2023-03-21,29,3,5,1,108,1,58,11,3056460000,10,2899540000,13,8921240000,13,7016610000,10,2311290000,1,850,5
2022-05-23,8,1,4,3,28,1,1,2,18400000,3,42010000,2,19090000,1,7180000,3,36270000,1,511,1
2020-10-01,4,3,3,1,211,1,61,10,2124660000,10,1216380000,13,8336840000,11,4128250000,11,3914250000,1,850,5
2022-11-23,8,1,2,1,30,2,5,1,8310000,1,40000,2,23910000,3,37350000,2,20300000,0,771,4
2021-06-25,13,3,3,2,129,1,72,12,5117530000,10,1799410000,10,1439860000,12,5528970000,12,6841620000,1,850,5
2023-10-05,18,1,1,3,20,2,4,1,8220000,3,31920000,2,19450000,2,12260000,2,28840000,0,475,1
2022-06-29,15,1,1,2,35,2,1,2,24710000,2,14920000,1,2860000,1,9350000,2,23580000,0,521,1
2020-07-14,27,2,4,1,23,3,6,9,708430000,5,152450000,4,62730000,4,68580000,8,416990000,1,850,5
2021-03-24,25,3,5,3,175,1,93,11,4352440000,13,9935230000,13,8519570000,13,9547440000,10,2401220000,0,850,5
2020-10-25,2,3,5,3,46,2,45,10,1712650000,12,5807570000,12,5815710000,10,2778590000,11,3506330000,0,850,5
2021-01-04,35,3,2,1,152,4,57,12,6523710000,10,1560980000,10,2187870000,11,4220110000,12,5864420000,0,850,5
2020-02-18,33,1,3,1,35,2,2,2,11560000,2,20150000,1,9220000,1,3240000,1,7360000,0,426,1
2020-02-20,35,2,2,2,14,1,12,4,86430000,5,101320000,4,69500000,9,526600000,8,472690000,0,850,5
2021-11-14,34,3,5,2,91,2,68,12,5434210000,10,2333040000,10,1793170000,12,6316620000,10,2075410000,0,850,5
2021-09-24,17,1,3,3,24,1,1,2,14260000,2,19230000,3,41760000,3,32480000,2,29440000,0,773,4
2022-11-04,20,1,1,1,7,2,3,3,31830000,3,45970000,2,11000000,2,15820000,1,6000000,0,525,1
2023-04-21,5,2,2,1,109,1,5,9,946550000,5,188290000,9,750100000,6,223690000,9,808550000,0,850,5
2022-12-09,10,2,4,2,41,3,18,5,130110000,9,841800000,7,396210000,4,62300000,7,396870000,0,611,2
2023-04-07,16,1,4,3,23,2,1,2,16960000,2,29370000,2,26100000,3,42540000,2,12500000,0,753,4
2023-06-01,1,3,1,1,61,3,96,12,6983340000,13,9640460000,11,3051810000,13,8185690000,11,4024110000,0,850,5
2020-08-20,3,1,2,1,18,4,1,2,17380000,2,23480000,2,27970000,2,11120000,3,48540000,1,613,2
2021-11-17,8,3,4,2,36,3,70,13,8907920000,11,3654430000,13,8369830000,10,1854650000,10,2574910000,0,850,5
2023-08-08,32,3,1,3,80,3,65,11,4129340000,10,2224310000,13,8779390000,10,1943490000,12,6290540000,0,850,5
2022-01-24,12,2,4,3,116,4,8,5,133790000,9,903200000,9,590550000,5,196060000,4,63270000,1,850,5
2020-07-23,25,3,1,2,152,1,40,13,8715660000,12,5676690000,11,4062780000,13,9845390000,11,3029400000,0,850,5
2020-03-13,20,3,1,1,45,4,62,12,6125990000,10,2718300000,13,9710270000,13,9231630000,11,3274780000,0,850,5
2020-02-09,28,2,1,1,103,3,25,4,68190000,9,581490000,6,211970000,9,626560000,4,66030000,0,850,5
2020-08-08,11,3,4,2,30,1,82,12,5631880000,10,1896940000,11,3232430000,11,4704020000,11,3703190000,0,850,5
2020-09-08,37,3,4,1,130,3,37,13,9867410000,11,4494060000,13,7594570000,10,1833510000,12,6376290000,0,850,5
2023-07-01,19,1,5,2,14,4,2,2,14820000,3,31800000,1,7220000,1,3340000,3,43370000,0,390,1
2021-01-06,35,2,2,1,105,4,6,9,653650000,6,207640000,9,604960000,7,394370000,6,207280000,1,850,5
2022-02-13,15,2,2,3,50,4,16,9,820430000,9,660420000,9,820400000,5,127790000,5,109000000,0,850,5
2020-02-21,15,2,5,1,96,1,15,5,166680000,4,50590000,9,523420000,8,453380000,7,354260000,0,850,5
2023-06-27,18,2,5,3,35,2,23,6,216170000,8,414340000,9,541500000,4,77090000,8,488070000,1,850,5
2023-10-22,22,3,5,1,36,4,90,11,4496230000,10,1233140000,13,7751040000,12,6595890000,13,9061300000,0,850,5
2021-03-13,2,1,4,2,23,2,5,2,28880000,1,3660000,1,4010000,3,45640000,1,4350000,1,850,5
2021-10-30,35,3,4,1,206,4,91,13,7562630000,11,3460250000,12,6087510000,10,1620990000,10,2329710000,1,850,5
2020-06-09,5,2,5,1,116,1,14,6,229050000,4,73010000,9,994250000,7,386040000,4,62760000,1,850,5
2021-07-03,26,3,3,2,134,4,95,13,8518140000,12,5849420000,12,5024610000,11,4412250000,10,2838020000,1,850,5
2020-12-25,29,1,4,2,14,4,3,3,49550000,3,40290000,1,3020000,3,32080000,2,28590000,0,727,3
2020-03-24,34,1,3,1,21,4,4,1,7650000,2,21160000,3,33890000,1,550000,3,34930000,1,522,1
2020-09-01,18,1,5,1,26,4,3,3,44860000,2,29640000,1,2500000,1,700000,1,9150000,0,517,1
2022-02-21,36,3,4,2,119,4,58,13,8810560000,13,7693710000,10,2613880000,12,5778360000,12,6094730000,0,850,5
2022-12-23,12,1,3,3,28,4,2,3,45130000,2,23670000,2,28820000,2,26640000,3,41140000,1,850,5
2020-10-02,18,1,4,1,8,4,3,3,45820000,1,860000,3,48010000,1,1630000,1,9200000,1,830,5
2020-12-16,12,2,2,1,102,4,15,6,286290000,9,560450000,5,137910000,8,422970000,7,353870000,0,850,5
2023-08-01,38,1,3,1,31,1,4,1,7170000,1,9950000,2,23910000,2,10290000,2,26800000,1,598,2
2022-03-27,30,2,1,1,93,2,6,8,449460000,4,59640000,7,337440000,9,541060000,8,459380000,1,850,5
2023-05-06,25,1,5,2,34,4,1,2,15680000,1,6930000,3,40370000,1,3270000,1,1980000,1,660,2
2020-08-25,26,1,4,3,2,4,3,3,47490000,2,10360000,3,38120000,3,37300000,1,2530000,1,850,5
2022-07-14,11,1,4,3,1,3,3,3,46330000,1,8850000,1,4730000,1,9060000,2,11540000,1,691,3
2021-06-15,16,3,3,1,87,3,30,12,6604630000,13,9148460000,11,3264950000,10,1125780000,11,3442890000,1,850,5
2023-10-26,35,3,1,3,189,4,33,11,3906430000,12,6256000000,10,1489880000,11,4607860000,13,8307550000,1,850,5
2020-05-03,33,3,2,2,148,1,30,10,2384010000,11,3901130000,11,4556450000,11,4735870000,10,1272230000,0,850,5
2021-10-29,16,1,4,1,20,4,5,2,27050000,2,23290000,1,2670000,3,44850000,2,29580000,1,802,5
2020-03-29,28,2,4,1,52,2,13,5,103390000,4,57610000,7,389240000,5,173230000,8,481550000,1,850,5
2022-04-28,8,2,1,3,27,3,23,4,64560000,6,222520000,9,961760000,5,115820000,6,228550000,1,850,5
2020-01-05,34,3,3,3,214,3,45,11,4594980000,10,2736370000,11,3110260000,10,1647640000,13,7978490000,0,850,5
2022-02-24,10,2,3,3,69,2,5,4,96430000,6,213800000,7,385150000,4,69870000,9,614270000,0,850,5
2022-10-23,11,3,3,1,116,2,27,11,3734410000,13,7927920000,10,2596210000,10,1609420000,12,5219060000,0,850,5
2023-01-07,32,1,4,2,18,4,5,2,25240000,3,31690000,2,14390000,2,12420000,2,22150000,1,592,2
2020-06-03,33,1,3,3,35,3,3,1,1100000,1,380000,2,11150000,1,9090000,3,37900000,0,488,1
2023-04-06,21,1,4,1,15,4,3,2,18810000,3,40590000,1,9460000,1,4850000,1,1700000,0,400,1
2023-01-29,28,3,3,2,184,1,75,11,3803500000,10,1062690000,12,5136570000,11,3317390000,13,9034430000,0,850,5
2021-08-01,1,2,2,1,26,1,6,8,414540000,4,58070000,8,417990000,9,561740000,6,219960000,1,850,5
2023-04-20,8,3,5,2,112,4,90,12,5563360000,13,9269600000,11,3658090000,12,6850790000,13,9206670000,0,850,5
2022-09-09,29,3,4,2,70,4,33,10,2345580000,13,8931470000,12,5425910000,13,8777620000,11,4624720000,0,850,5
2022-12-13,33,2,3,2,120,3,10,4,81750000,9,719450000,8,427760000,9,753180000,7,334880000,0,850,5
2020-10-27,2,1,5,3,31,3,2,3,43950000,3,40610000,3,45200000,3,39270000,2,25680000,0,850,5
2021-06-19,3,3,5,3,237,3,43,12,5208120000,10,2234550000,10,1293700000,10,1167650000,11,4940430000,0,850,5
2021-11-22,29,3,5,3,84,2,29,11,3947530000,12,6419110000,10,2227260000,12,5026580000,13,7664640000,1,850,5
2022-03-05,24,2,5,1,83,3,16,4,79050000,7,306150000,8,457510000,6,254070000,7,372760000,1,850,5
2020-05-04,14,1,4,3,18,1,4,2,21070000,2,17130000,3,36840000,3,38390000,2,26780000,1,850,5
2021-03-20,30,3,3,1,118,4,44,10,1376860000,11,3879160000,12,5989850000,13,8322460000,13,8617730000,1,850,5
2023-06-02,17,1,2,3,18,4,3,3,38090000,3,48020000,3,35230000,2,29350000,2,16490000,1,805,5
2020-11-20,15,3,3,1,219,2,64,11,3549680000,12,5742310000,11,3867540000,12,5895120000,12,5905720000,1,850,5
2022-10-20,8,1,2,1,5,4,5,1,4180000,2,28720000,3,32880000,2,23770000,2,28130000,1,635,2
2022-07-23,3,2,4,1,18,2,15,6,234770000,4,96500000,9,954700000,7,336570000,5,139230000,0,850,5
2020-05-22,36,1,2,3,26,3,3,1,6700000,1,7490000,3,42730000,1,2620000,2,26710000,1,617,2
2022-03-23,27,1,1,3,35,3,1,1,7390000,3,39210000,1,400000,3,40300000,1,3300000,1,620,2
2022-10-29,27,3,2,1,130,4,94,13,7034820000,10,1260450000,10,2186280000,10,2824000000,13,9791980000,1,850,5
2020-02-14,24,3,2,2,185,3,96,11,3772470000,10,2331300000,10,1445560000,11,3195670000,12,6840860000,0,850,5
2021-11-17,7,1,1,1,15,3,1,3,41900000,2,25880000,3,36610000,1,7930000,3,31460000,0,685,3
2020-07-14,18,2,3,3,93,3,10,5,128740000,7,305550000,5,179560000,4,90280000,6,208070000,1,850,5
2023-10-24,1,3,1,2,179,2,66,10,2246620000,12,6215460000,13,7250950000,11,4005700000,11,3262630000,0,850,5
2020-10-12,23,1,5,2,27,1,4,2,13920000,3,38070000,1,7510000,3,41220000,2,15390000,1,694,3
2020-04-25,11,2,4,2,26,3,17,8,486040000,9,757190000,4,88400000,8,436490000,8,442750000,1,850,5
2020-07-09,15,2,1,2,39,3,17,8,467560000,5,185640000,8,426350000,8,492310000,7,389400000,1,850,5
2021-06-27,25,2,1,2,59,4,11,7,397570000,4,61220000,7,367010000,4,60690000,6,233500000,1,850,5
2022-12-24,37,3,4,2,50,2,85,12,5811120000,10,2567580000,11,3940500000,12,5015290000,12,5059150000,1,850,5
2023-06-01,13,3,4,1,67,3,30,10,2881950000,13,8815870000,12,5067930000,10,2890750000,11,4135610000,1,850,5
2023-12-06,30,1,2,1,10,1,2,1,7870000,2,19190000,1,5750000,1,2940000,2,14940000,0,366,1
2021-05-17,37,1,1,3,17,1,2,3,33950000,1,2270000,3,39420000,2,13210000,2,19640000,0,770,4
2020-07-06,27,2,1,1,100,2,18,8,455690000,7,311430000,9,680970000,6,253430000,5,122140000,0,850,5
2020-07-12,11,2,5,3,31,4,16,7,349840000,7,313520000,4,91650000,8,447210000,8,461440000,1,850,5
2021-02-06,23,3,1,2,144,4,60,11,3414520000,12,6323800000,10,1432730000,12,5870270000,13,9370290000,0,850,5
2021-09-12,9,3,4,3,148,3,31,13,7279700000,12,6019650000,12,5270860000,13,9568290000,13,9589320000,1,850,5
2021-12-15,13,2,4,3,22,1,15,4,63020000,8,411060000,4,56880000,6,296470000,6,214990000,0,850,5
2020-06-01,22,2,3,2,27,3,11,6,222230000,5,177150000,9,726220000,6,221940000,8,480250000,1,850,5
2021-11-12,5,2,4,1,55,1,19,6,211840000,9,694070000,4,80930000,5,130150000,8,487850000,0,681,3
2023-01-20,29,3,3,3,152,3,97,11,4582680000,10,2795960000,12,6488780000,11,4644820000,10,2069190000,1,850,5
2020-09-05,18,3,2,1,32,4,69,11,4662670000,10,1495150000,10,1696780000,12,6328530000,13,7229110000,1,850,5
2021-12-19,32,2,1,3,52,2,21,9,831480000,9,838900000,5,147210000,4,79000000,7,346110000,1,850,5
2021-12-27,27,2,1,2,60,2,22,7,328370000,9,644350000,9,617210000,5,190130000,6,281000000,1,850,5
2022-11-26,11,1,3,1,2,1,1,2,23730000,1,6870000,3,45670000,1,4590000,2,26640000,0,657,2
2020-04-12,28,3,4,2,48,2,27,12,6670350000,10,1896930000,11,3850700000,11,4947100000,11,3346310000,0,850,5
2023-06-02,33,3,2,1,196,2,26,10,2007230000,13,9972430000,13,7918490000,10,1348780000,10,1546710000,1,850,5
2022-12-19,23,3,4,1,138,2,75,12,5880020000,13,7584970000,12,5179380000,11,3135530000,10,1312850000,0,850,5
2023-09-04,5,2,4,1,99,2,12,5,161940000,4,89930000,6,281300000,5,116860000,8,416280000,1,850,5
2022-04-22,4,2,2,3,105,4,23,4,59790000,5,116390000,6,276920000,8,449440000,4,97220000,0,850,5
2023-11-18,25,2,3,2,103,1,9,5,111200000,7,321130000,8,429710000,9,600160000,8,471670000,1,850,5
2020-12-23,16,1,3,3,23,3,1,3,32280000,1,9960000,2,25950000,2,10760000,2,20700000,1,715,3
2023-05-23,31,2,2,2,117,3,13,9,658130000,9,558080000,7,364290000,9,571280000,8,486120000,1,850,5
2023-06-21,18,1,1,2,15,2,4,1,2120000,2,25060000,2,14850000,1,6570000,2,22240000,1,451,1
2020-12-10,3,2,3,3,102,1,23,7,377860000,7,342520000,7,356170000,4,57430000,4,93870000,1,850,5
2020-11-03,35,2,1,3,106,2,17,9,669630000,8,441340000,4,59560000,9,535380000,9,703790000,1,850,5
2021-04-28,31,1,1,3,7,3,3,2,29910000,3,42350000,1,5270000,3,44290000,1,1310000,0,703,3
2022-03-24,32,3,3,1,215,2,91,11,3213710000,12,5988310000,10,2770840000,12,6576760000,11,3894590000,1,850,5
2021-06-01,3,2,1,1,113,1,6,7,383760000,6,234870000,7,359950000,8,448850000,9,829220000,0,850,5
2022-10-04,30,2,5,1,96,2,18,9,809640000,9,500560000,5,133420000,5,101300000,6,222420000,1,850,5
2022-01-16,35,1,2,3,10,3,1,2,26200000,2,19620000,3,34250000,1,2250000,2,26550000,1,625,2
2021-12-26,36,2,1,3,99,1,19,6,288790000,8,454970000,5,169500000,7,370460000,6,225280000,1,850,5
2023-03-18,9,2,3,3,26,4,18,8,441030000,9,582240000,8,419620000,5,175540000,4,61620000,1,850,5
2022-04-11,14,2,1,3,72,2,16,8,465190000,8,404080000,7,328080000,8,499990000,4,98990000,0,850,5
2021-04-16,14,2,5,1,26,3,12,5,140710000,9,845500000,8,495750000,9,577870000,5,158380000,1,850,5
2022-11-06,33,3,2,3,210,3,43,10,1577490000,12,6879350000,10,2107330000,11,4830560000,12,5656600000,0,850,5
2022-12-24,28,2,5,3,95,4,22,5,181190000,5,176910000,5,152340000,9,976350000,7,316170000,1,850,5
2023-02-09,7,1,3,3,19,2,2,1,4430000,3,35580000,1,3600000,3,49790000,1,6950000,0,634,2
2021-02-03,27,3,5,1,88,3,73,10,1705860000,10,1788090000,13,7711950000,12,5180650000,13,9154120000,0,850,5
2023-09-09,16,2,1,2,65,3,16,7,391740000,4,78830000,6,256320000,5,123340000,4,51660000,1,850,5
2021-12-26,10,2,1,3,91,1,13,7,379320000,4,87280000,4,73180000,8,484770000,8,429030000,1,850,5
2020-12-12,11,1,4,1,29,3,3,2,15140000,1,3990000,1,4080000,2,15690000,2,29220000,1,613,2
2020-04-14,23,3,2,1,38,1,71,12,6783950000,13,8005240000,10,1388480000,11,4134870000,12,6416330000,1,850,5
2020-01-10,5,1,1,3,22,4,4,3,48780000,1,7270000,1,5270000,1,9550000,1,8510000,0,670,3
2021-06-25,11,3,2,1,79,4,88,10,1534640000,11,4231030000,12,5190690000,13,7045370000,13,9864980000,0,850,5
2022-07-29,23,1,5,2,32,4,1,2,27650000,3,38090000,1,1590000,2,24250000,1,2340000,1,615,2
2023-10-07,5,3,2,3,127,4,44,13,9726490000,10,2037070000,11,3807200000,11,4829930000,10,1126750000,0,850,5
2023-09-06,21,3,3,2,194,2,60,12,6424580000,12,6415340000,11,4960320000,11,3946280000,13,8313540000,0,850,5
2023-02-20,38,3,4,1,60,2,38,13,8610470000,13,8495590000,11,3649960000,12,5564080000,10,2251490000,1,850,5
2020-08-28,15,3,2,3,194,4,26,11,3078120000,10,1959170000,10,1620130000,11,3635020000,12,6667260000,0,850,5
2022-07-26,30,3,1,3,89,2,93,13,8589590000,11,3552750000,12,6843180000,13,7231770000,11,3864330000,1,850,5
2021-07-06,34,3,2,1,73,3,57,13,7019130000,12,6919480000,13,8194510000,11,3651780000,10,2093050000,0,850,5
2022-07-08,18,1,4,2,12,4,4,1,4070000,1,810000,3,49360000,3,48340000,3,38720000,1,850,5
2020-06-04,33,2,2,2,33,2,7,4,53050000,6,273720000,8,472850000,8,423850000,8,473980000,0,850,5
2023-02-25,2,2,4,3,56,4,18,7,354720000,8,439150000,9,514090000,8,429420000,8,401980000,1,850,5
2022-04-12,1,2,1,3,76,3,13,6,207940000,8,427050000,5,147620000,4,69040000,6,287370000,1,850,5
2023-05-14,2,3,3,2,70,2,55,10,1030450000,13,7259930000,10,1564880000,10,1281350000,13,9173180000,1,300,1
2022-11-17,7,3,1,3,37,4,48,10,1531410000,11,4023660000,11,3108390000,13,8030230000,12,6662320000,0,850,5
2020-11-02,37,2,5,1,36,2,22,4,56530000,9,545620000,5,177080000,7,356660000,6,201020000,0,850,5
2023-08-27,22,3,1,2,160,2,54,11,4823970000,10,2886350000,12,5615990000,10,2217990000,12,6999560000,0,850,5
2023-01-17,6,1,2,1,7,1,1,3,37510000,1,8880000,2,28170000,3,48960000,1,3960000,0,850,5
2022-07-30,2,1,2,3,27,1,4,1,2380000,1,5670000,3,38240000,2,23180000,1,9620000,1,736,3
2020-01-20,35,2,1,1,115,1,21,6,287520000,5,149910000,6,242300000,7,370850000,6,261700000,1,850,5
2022-08-08,34,3,1,1,223,4,46,12,5161120000,13,8579910000,13,7618910000,11,4942200000,12,5936330000,0,850,5
2020-10-10,6,2,3,1,61,4,20,6,294760000,8,488760000,7,313780000,4,94480000,4,71020000,0,850,5
2020-02-08,33,3,3,3,66,2,53,10,1675900000,12,6462520000,10,2109630000,13,7827540000,11,3802440000,0,850,5
2021-12-21,37,2,4,2,26,1,20,6,251950000,5,153190000,8,422740000,5,151990000,8,441700000,1,850,5
2020-10-20,12,1,1,1,28,1,3,2,25240000,3,35430000,2,11650000,1,3890000,2,14480000,0,461,1
2021-03-18,11,2,2,3,15,2,19,7,329620000,8,436840000,6,250030000,7,320030000,8,421250000,0,850,5
2022-04-21,31,1,5,2,32,3,4,1,5770000,3,48970000,3,39510000,3,48500000,2,10120000,1,801,5
2021-12-18,24,2,4,1,32,1,19,4,69860000,7,366700000,6,287430000,4,86240000,8,403130000,0,850,5
2022-12-23,13,2,5,3,27,2,17,5,113010000,9,773510000,8,438570000,4,82160000,8,446900000,0,850,5
2020-07-01,7,1,5,2,15,4,5,3,30690000,2,23360000,2,29030000,3,36650000,3,44590000,1,850,5
2021-02-15,10,1,4,1,20,2,5,3,37080000,3,32790000,3,45480000,1,2550000,2,12400000,0,653,2
2022-05-04,2,2,4,3,18,4,18,6,286210000,8,403340000,5,194360000,7,376030000,4,84720000,0,850,5
2023-06-16,32,1,1,2,2,2,3,3,39250000,3,35890000,1,3950000,2,19490000,3,49480000,0,591,2
2023-12-20,38,1,2,2,13,2,5,2,12800000,1,5760000,2,21450000,3,36000000,1,1230000,0,751,4
2023-08-07,9,3,5,2,232,1,34,13,7557830000,12,6366890000,11,4398450000,10,1468900000,12,5123220000,1,850,5
2021-02-13,10,1,2,3,22,1,4,3,42950000,3,33460000,1,7830000,2,22850000,2,18470000,1,711,3
2022-05-25,8,3,1,1,92,4,66,13,9300430000,11,4330670000,12,5980210000,13,9058770000,12,5700670000,1,850,5
2022-11-20,5,3,1,1,119,2,30,12,6626680000,11,3351480000,11,3624520000,12,6243400000,13,7673220000,0,850,5
2022-01-23,21,1,4,2,4,4,1,3,32830000,3,43980000,1,8090000,1,8940000,3,39280000,0,471,1
2021-08-29,23,1,4,2,24,1,5,3,40460000,3,37310000,3,30780000,1,3380000,1,5690000,1,660,2
2021-11-20,19,1,1,1,36,3,2,2,13840000,1,2200000,2,24180000,2,10340000,2,17520000,0,609,2
2023-07-27,4,1,3,1,3,3,3,1,1680000,3,30420000,1,4960000,2,12670000,1,6600000,1,421,1
2020-10-08,28,2,5,3,73,4,10,4,94100000,7,395970000,9,800980000,5,184830000,5,139010000,1,850,5
2020-08-20,7,2,4,3,100,1,19,5,131240000,9,775340000,7,392740000,4,87890000,4,84650000,1,850,5
2023-02-01,16,2,2,1,67,4,18,5,160440000,7,332170000,4,76720000,4,99450000,5,153200000,1,850,5
2020-09-28,34,1,4,1,20,4,4,1,2170000,2,21770000,1,8800000,3,47340000,1,170000,0,676,3
